date,region,marketing_channel,campaign,campaign_type,customer_eligibility,discount_rate,marketing_spend,stockout_rate,delivery_delay_rate,payment_failure_rate,source_system,refresh_cadence
2017-08-11,Bahia,Email,No Promotion,None,All Customers,0.0,51.43,0.0175,0.0731,0.024,Simulated_Business_Context,Daily
2017-08-11,Bahia,Affiliate,No Promotion,None,All Customers,0.0,100.46,0.0264,0.0874,0.0207,Simulated_Business_Context,Daily
2017-08-12,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,44.59,0.0163,0.0969,0.0323,Simulated_Business_Context,Daily
2017-08-12,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,149.63,0.0162,0.0879,0.0196,Simulated_Business_Context,Daily
2017-08-12,Sao Paulo,Social,No Promotion,None,All Customers,0.0,127.39,0.03,0.0574,0.0324,Simulated_Business_Context,Daily
2017-08-12,Sao Paulo,Email,No Promotion,None,All Customers,0.0,69.39,0.0212,0.0619,0.022,Simulated_Business_Context,Daily
2017-08-12,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,87.18,0.0471,0.0973,0.0254,Simulated_Business_Context,Daily
2017-08-12,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,47.46,0.0137,0.1123,0.0214,Simulated_Business_Context,Daily
2017-08-12,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,149.07,0.0374,0.1306,0.0299,Simulated_Business_Context,Daily
2017-08-12,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,114.57,0.0276,0.0758,0.018,Simulated_Business_Context,Daily
2017-08-12,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,61.57,0.0186,0.0801,0.0269,Simulated_Business_Context,Daily
2017-08-12,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,72.4,0.0583,0.0816,0.0185,Simulated_Business_Context,Daily
2017-08-12,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,39.31,0.0357,0.0735,0.0313,Simulated_Business_Context,Daily
2017-08-12,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,174.51,0.0207,0.1218,0.0285,Simulated_Business_Context,Daily
2017-08-12,Minas Gerais,Social,No Promotion,None,All Customers,0.0,122.27,0.037,0.0919,0.0136,Simulated_Business_Context,Daily
2017-08-12,Minas Gerais,Email,No Promotion,None,All Customers,0.0,64.92,0.0296,0.0927,0.0191,Simulated_Business_Context,Daily
2017-08-12,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,102.49,0.055,0.1108,0.005,Simulated_Business_Context,Daily
2017-08-12,Parana,Organic,No Promotion,None,All Customers,0.0,35.44,0.0341,0.0623,0.0169,Simulated_Business_Context,Daily
2017-08-12,Parana,Paid Search,No Promotion,None,All Customers,0.0,157.53,0.0268,0.0518,0.0142,Simulated_Business_Context,Daily
2017-08-12,Parana,Social,No Promotion,None,All Customers,0.0,119.04,0.0389,0.0813,0.0294,Simulated_Business_Context,Daily
2017-08-12,Parana,Email,No Promotion,None,All Customers,0.0,75.43,0.0193,0.0924,0.017,Simulated_Business_Context,Daily
2017-08-12,Parana,Affiliate,No Promotion,None,All Customers,0.0,97.28,0.021,0.0628,0.0221,Simulated_Business_Context,Daily
2017-08-12,Bahia,Organic,No Promotion,None,All Customers,0.0,31.18,0.0371,0.0805,0.0401,Simulated_Business_Context,Daily
2017-08-12,Bahia,Paid Search,No Promotion,None,All Customers,0.0,164.46,0.0225,0.053,0.0108,Simulated_Business_Context,Daily
2017-08-12,Bahia,Social,No Promotion,None,All Customers,0.0,95.2,0.0433,0.0652,0.0223,Simulated_Business_Context,Daily
2017-08-12,Bahia,Email,No Promotion,None,All Customers,0.0,55.93,0.0254,0.0685,0.0301,Simulated_Business_Context,Daily
2017-08-12,Bahia,Affiliate,No Promotion,None,All Customers,0.0,67.15,0.0295,0.1072,0.0214,Simulated_Business_Context,Daily
2017-08-13,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,31.63,0.0504,0.0984,0.032,Simulated_Business_Context,Daily
2017-08-13,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,164.82,0.0531,0.0607,0.0209,Simulated_Business_Context,Daily
2017-08-13,Sao Paulo,Social,No Promotion,None,All Customers,0.0,121.09,0.0464,0.0755,0.0289,Simulated_Business_Context,Daily
2017-08-13,Sao Paulo,Email,No Promotion,None,All Customers,0.0,57.71,0.0339,0.0563,0.0395,Simulated_Business_Context,Daily
2017-08-13,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,104.99,0.0399,0.0894,0.0342,Simulated_Business_Context,Daily
2017-08-13,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,39.69,0.0334,0.0933,0.0391,Simulated_Business_Context,Daily
2017-08-13,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,188.03,0.0222,0.0704,0.0146,Simulated_Business_Context,Daily
2017-08-13,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,134.71,0.0478,0.077,0.012,Simulated_Business_Context,Daily
2017-08-13,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,72.11,0.0137,0.0414,0.0236,Simulated_Business_Context,Daily
2017-08-13,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,90.7,0.0401,0.0783,0.0391,Simulated_Business_Context,Daily
2017-08-13,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,39.19,0.0474,0.0997,0.0147,Simulated_Business_Context,Daily
2017-08-13,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,183.68,0.0605,0.0674,0.0196,Simulated_Business_Context,Daily
2017-08-13,Minas Gerais,Social,No Promotion,None,All Customers,0.0,140.62,0.0294,0.0602,0.0211,Simulated_Business_Context,Daily
2017-08-13,Minas Gerais,Email,No Promotion,None,All Customers,0.0,88.54,0.0334,0.0468,0.0129,Simulated_Business_Context,Daily
2017-08-13,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,93.47,0.0323,0.0909,0.0188,Simulated_Business_Context,Daily
2017-08-13,Parana,Organic,No Promotion,None,All Customers,0.0,33.25,0.0525,0.0637,0.0287,Simulated_Business_Context,Daily
2017-08-13,Parana,Paid Search,No Promotion,None,All Customers,0.0,173.57,0.0593,0.0867,0.0217,Simulated_Business_Context,Daily
2017-08-13,Parana,Social,No Promotion,None,All Customers,0.0,118.59,0.0289,0.0685,0.0054,Simulated_Business_Context,Daily
2017-08-13,Parana,Email,No Promotion,None,All Customers,0.0,63.52,0.0333,0.0922,0.0208,Simulated_Business_Context,Daily
2017-08-13,Parana,Affiliate,No Promotion,None,All Customers,0.0,69.89,0.0349,0.0397,0.0261,Simulated_Business_Context,Daily
2017-08-13,Bahia,Organic,No Promotion,None,All Customers,0.0,43.17,0.0484,0.0971,0.0176,Simulated_Business_Context,Daily
2017-08-13,Bahia,Paid Search,No Promotion,None,All Customers,0.0,186.84,0.0363,0.0548,0.0088,Simulated_Business_Context,Daily
2017-08-13,Bahia,Social,No Promotion,None,All Customers,0.0,109.93,0.0255,0.1074,0.0251,Simulated_Business_Context,Daily
2017-08-13,Bahia,Email,No Promotion,None,All Customers,0.0,65.91,0.0566,0.0944,0.005,Simulated_Business_Context,Daily
2017-08-13,Bahia,Affiliate,No Promotion,None,All Customers,0.0,93.82,0.0184,0.06,0.0238,Simulated_Business_Context,Daily
2017-08-14,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,42.76,0.0381,0.1069,0.0301,Simulated_Business_Context,Daily
2017-08-14,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,173.73,0.0374,0.1122,0.0225,Simulated_Business_Context,Daily
2017-08-14,Sao Paulo,Social,No Promotion,None,All Customers,0.0,162.24,0.0121,0.1064,0.0244,Simulated_Business_Context,Daily
2017-08-14,Sao Paulo,Email,No Promotion,None,All Customers,0.0,60.74,0.0301,0.0822,0.0294,Simulated_Business_Context,Daily
2017-08-14,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,102.66,0.0393,0.0809,0.0226,Simulated_Business_Context,Daily
2017-08-14,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,36.61,0.0242,0.0869,0.0366,Simulated_Business_Context,Daily
2017-08-14,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,169.07,0.0314,0.1386,0.0288,Simulated_Business_Context,Daily
2017-08-14,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,139.76,0.0446,0.0658,0.0125,Simulated_Business_Context,Daily
2017-08-14,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,87.92,0.0218,0.1413,0.0211,Simulated_Business_Context,Daily
2017-08-14,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,99.05,0.0186,0.1056,0.029,Simulated_Business_Context,Daily
2017-08-14,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,39.76,0.0466,0.0676,0.0145,Simulated_Business_Context,Daily
2017-08-14,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,187.12,0.0377,0.0682,0.0272,Simulated_Business_Context,Daily
2017-08-14,Minas Gerais,Social,No Promotion,None,All Customers,0.0,109.92,0.0241,0.0899,0.0229,Simulated_Business_Context,Daily
2017-08-14,Minas Gerais,Email,No Promotion,None,All Customers,0.0,70.61,0.0444,0.0606,0.0213,Simulated_Business_Context,Daily
2017-08-14,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,86.79,0.0515,0.0848,0.0292,Simulated_Business_Context,Daily
2017-08-14,Parana,Organic,No Promotion,None,All Customers,0.0,38.58,0.0341,0.0788,0.0273,Simulated_Business_Context,Daily
2017-08-14,Parana,Paid Search,No Promotion,None,All Customers,0.0,239.24,0.0511,0.0707,0.0113,Simulated_Business_Context,Daily
2017-08-14,Parana,Social,No Promotion,None,All Customers,0.0,133.61,0.0311,0.1128,0.0362,Simulated_Business_Context,Daily
2017-08-14,Parana,Email,No Promotion,None,All Customers,0.0,86.72,0.0326,0.0872,0.0148,Simulated_Business_Context,Daily
2017-08-14,Parana,Affiliate,No Promotion,None,All Customers,0.0,88.84,0.0248,0.0737,0.0258,Simulated_Business_Context,Daily
2017-08-14,Bahia,Organic,No Promotion,None,All Customers,0.0,41.55,0.0271,0.1149,0.0326,Simulated_Business_Context,Daily
2017-08-14,Bahia,Paid Search,No Promotion,None,All Customers,0.0,213.92,0.0302,0.1066,0.0213,Simulated_Business_Context,Daily
2017-08-14,Bahia,Social,No Promotion,None,All Customers,0.0,121.03,0.0363,0.1107,0.0241,Simulated_Business_Context,Daily
2017-08-14,Bahia,Email,No Promotion,None,All Customers,0.0,77.37,0.0497,0.1348,0.0375,Simulated_Business_Context,Daily
2017-08-14,Bahia,Affiliate,No Promotion,None,All Customers,0.0,80.14,0.0421,0.0673,0.0274,Simulated_Business_Context,Daily
2017-08-15,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,40.19,0.0395,0.091,0.0093,Simulated_Business_Context,Daily
2017-08-15,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,151.02,0.04,0.0779,0.0279,Simulated_Business_Context,Daily
2017-08-15,Sao Paulo,Social,No Promotion,None,All Customers,0.0,124.89,0.0257,0.1059,0.025,Simulated_Business_Context,Daily
2017-08-15,Sao Paulo,Email,No Promotion,None,All Customers,0.0,77.11,0.0284,0.0805,0.0066,Simulated_Business_Context,Daily
2017-08-15,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,94.76,0.0567,0.0534,0.0175,Simulated_Business_Context,Daily
2017-08-15,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,39.0,0.0527,0.0799,0.0152,Simulated_Business_Context,Daily
2017-08-15,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,159.93,0.0226,0.0633,0.0226,Simulated_Business_Context,Daily
2017-08-15,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,99.49,0.0257,0.0819,0.0267,Simulated_Business_Context,Daily
2017-08-15,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,76.56,0.0398,0.0705,0.0308,Simulated_Business_Context,Daily
2017-08-15,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,104.3,0.0285,0.0954,0.0183,Simulated_Business_Context,Daily
2017-08-15,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,35.12,0.0254,0.0888,0.0235,Simulated_Business_Context,Daily
2017-08-15,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,117.75,0.0458,0.0646,0.0114,Simulated_Business_Context,Daily
2017-08-15,Minas Gerais,Social,No Promotion,None,All Customers,0.0,109.65,0.0245,0.1144,0.0351,Simulated_Business_Context,Daily
2017-08-15,Minas Gerais,Email,No Promotion,None,All Customers,0.0,62.03,0.0305,0.0684,0.0143,Simulated_Business_Context,Daily
2017-08-15,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,75.58,0.0468,0.0926,0.0272,Simulated_Business_Context,Daily
2017-08-15,Parana,Organic,No Promotion,None,All Customers,0.0,41.24,0.0362,0.0224,0.0317,Simulated_Business_Context,Daily
2017-08-15,Parana,Paid Search,No Promotion,None,All Customers,0.0,191.45,0.0189,0.1204,0.0106,Simulated_Business_Context,Daily
2017-08-15,Parana,Social,No Promotion,None,All Customers,0.0,96.43,0.0417,0.049,0.0247,Simulated_Business_Context,Daily
2017-08-15,Parana,Email,No Promotion,None,All Customers,0.0,75.41,0.005,0.0533,0.0201,Simulated_Business_Context,Daily
2017-08-15,Parana,Affiliate,No Promotion,None,All Customers,0.0,84.28,0.0358,0.0823,0.0169,Simulated_Business_Context,Daily
2017-08-15,Bahia,Organic,No Promotion,None,All Customers,0.0,40.36,0.0238,0.0494,0.0203,Simulated_Business_Context,Daily
2017-08-15,Bahia,Paid Search,No Promotion,None,All Customers,0.0,169.18,0.0281,0.0719,0.0306,Simulated_Business_Context,Daily
2017-08-15,Bahia,Social,No Promotion,None,All Customers,0.0,124.73,0.019,0.0941,0.0271,Simulated_Business_Context,Daily
2017-08-15,Bahia,Email,No Promotion,None,All Customers,0.0,90.09,0.0425,0.0914,0.0252,Simulated_Business_Context,Daily
2017-08-15,Bahia,Affiliate,No Promotion,None,All Customers,0.0,91.54,0.0196,0.0653,0.0327,Simulated_Business_Context,Daily
2017-08-16,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,35.16,0.0441,0.0842,0.036,Simulated_Business_Context,Daily
2017-08-16,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,193.62,0.0511,0.1093,0.0153,Simulated_Business_Context,Daily
2017-08-16,Sao Paulo,Social,No Promotion,None,All Customers,0.0,105.44,0.0345,0.0648,0.0099,Simulated_Business_Context,Daily
2017-08-16,Sao Paulo,Email,No Promotion,None,All Customers,0.0,76.86,0.0435,0.1003,0.0233,Simulated_Business_Context,Daily
2017-08-16,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,94.76,0.0463,0.0839,0.0192,Simulated_Business_Context,Daily
2017-08-16,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,33.46,0.0408,0.0968,0.0319,Simulated_Business_Context,Daily
2017-08-16,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,175.41,0.0289,0.0325,0.031,Simulated_Business_Context,Daily
2017-08-16,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,102.8,0.0402,0.0431,0.0362,Simulated_Business_Context,Daily
2017-08-16,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,67.73,0.0443,0.0829,0.0235,Simulated_Business_Context,Daily
2017-08-16,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,76.29,0.0273,0.1124,0.0251,Simulated_Business_Context,Daily
2017-08-16,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,37.1,0.0304,0.0832,0.0322,Simulated_Business_Context,Daily
2017-08-16,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,150.43,0.0285,0.0806,0.032,Simulated_Business_Context,Daily
2017-08-16,Minas Gerais,Social,No Promotion,None,All Customers,0.0,148.82,0.0411,0.0684,0.0224,Simulated_Business_Context,Daily
2017-08-16,Minas Gerais,Email,No Promotion,None,All Customers,0.0,60.09,0.0326,0.0989,0.0308,Simulated_Business_Context,Daily
2017-08-16,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,72.03,0.0129,0.1005,0.0163,Simulated_Business_Context,Daily
2017-08-16,Parana,Organic,No Promotion,None,All Customers,0.0,49.48,0.0473,0.0545,0.0188,Simulated_Business_Context,Daily
2017-08-16,Parana,Paid Search,No Promotion,None,All Customers,0.0,174.81,0.0151,0.0486,0.0213,Simulated_Business_Context,Daily
2017-08-16,Parana,Social,No Promotion,None,All Customers,0.0,123.79,0.0243,0.051,0.0371,Simulated_Business_Context,Daily
2017-08-16,Parana,Email,No Promotion,None,All Customers,0.0,77.84,0.042,0.0766,0.0273,Simulated_Business_Context,Daily
2017-08-16,Parana,Affiliate,No Promotion,None,All Customers,0.0,106.68,0.023,0.0866,0.0306,Simulated_Business_Context,Daily
2017-08-16,Bahia,Organic,No Promotion,None,All Customers,0.0,27.18,0.0584,0.0817,0.0341,Simulated_Business_Context,Daily
2017-08-16,Bahia,Paid Search,No Promotion,None,All Customers,0.0,189.53,0.0536,0.0619,0.0231,Simulated_Business_Context,Daily
2017-08-16,Bahia,Social,No Promotion,None,All Customers,0.0,114.47,0.0332,0.0849,0.0377,Simulated_Business_Context,Daily
2017-08-16,Bahia,Email,No Promotion,None,All Customers,0.0,86.15,0.022,0.1253,0.0292,Simulated_Business_Context,Daily
2017-08-16,Bahia,Affiliate,No Promotion,None,All Customers,0.0,79.37,0.0454,0.0469,0.0302,Simulated_Business_Context,Daily
2017-08-17,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,36.1,0.0351,0.0781,0.0121,Simulated_Business_Context,Daily
2017-08-17,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,219.16,0.0615,0.086,0.0236,Simulated_Business_Context,Daily
2017-08-17,Sao Paulo,Social,No Promotion,None,All Customers,0.0,114.23,0.0302,0.0777,0.0329,Simulated_Business_Context,Daily
2017-08-17,Sao Paulo,Email,No Promotion,None,All Customers,0.0,62.05,0.026,0.0237,0.0175,Simulated_Business_Context,Daily
2017-08-17,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,78.58,0.0369,0.0647,0.0423,Simulated_Business_Context,Daily
2017-08-17,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,43.58,0.0518,0.0855,0.0315,Simulated_Business_Context,Daily
2017-08-17,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,155.53,0.0084,0.0797,0.0229,Simulated_Business_Context,Daily
2017-08-17,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,112.3,0.0405,0.1229,0.005,Simulated_Business_Context,Daily
2017-08-17,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,64.91,0.0201,0.0818,0.0224,Simulated_Business_Context,Daily
2017-08-17,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,82.01,0.0433,0.1209,0.0463,Simulated_Business_Context,Daily
2017-08-17,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,43.91,0.0131,0.094,0.0379,Simulated_Business_Context,Daily
2017-08-17,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,182.49,0.0543,0.0744,0.0201,Simulated_Business_Context,Daily
2017-08-17,Minas Gerais,Social,No Promotion,None,All Customers,0.0,135.09,0.031,0.0966,0.0328,Simulated_Business_Context,Daily
2017-08-17,Minas Gerais,Email,No Promotion,None,All Customers,0.0,53.51,0.0411,0.0861,0.0314,Simulated_Business_Context,Daily
2017-08-17,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,89.05,0.0375,0.0813,0.0267,Simulated_Business_Context,Daily
2017-08-17,Parana,Organic,No Promotion,None,All Customers,0.0,42.27,0.0402,0.0656,0.034,Simulated_Business_Context,Daily
2017-08-17,Parana,Paid Search,No Promotion,None,All Customers,0.0,184.46,0.0368,0.0626,0.0315,Simulated_Business_Context,Daily
2017-08-17,Parana,Social,No Promotion,None,All Customers,0.0,127.94,0.0259,0.0786,0.03,Simulated_Business_Context,Daily
2017-08-17,Parana,Email,No Promotion,None,All Customers,0.0,80.4,0.0408,0.0823,0.0332,Simulated_Business_Context,Daily
2017-08-17,Parana,Affiliate,No Promotion,None,All Customers,0.0,84.13,0.0438,0.0653,0.0165,Simulated_Business_Context,Daily
2017-08-17,Bahia,Organic,No Promotion,None,All Customers,0.0,39.42,0.0584,0.087,0.042,Simulated_Business_Context,Daily
2017-08-17,Bahia,Paid Search,No Promotion,None,All Customers,0.0,163.29,0.0319,0.0781,0.0243,Simulated_Business_Context,Daily
2017-08-17,Bahia,Social,No Promotion,None,All Customers,0.0,155.21,0.0212,0.0925,0.0334,Simulated_Business_Context,Daily
2017-08-17,Bahia,Email,No Promotion,None,All Customers,0.0,79.46,0.0298,0.0712,0.0188,Simulated_Business_Context,Daily
2017-08-17,Bahia,Affiliate,No Promotion,None,All Customers,0.0,100.29,0.0448,0.0581,0.0178,Simulated_Business_Context,Daily
2017-08-18,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,30.99,0.0396,0.099,0.0179,Simulated_Business_Context,Daily
2017-08-18,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,170.72,0.0245,0.0972,0.0419,Simulated_Business_Context,Daily
2017-08-18,Sao Paulo,Social,No Promotion,None,All Customers,0.0,123.08,0.0623,0.1007,0.0139,Simulated_Business_Context,Daily
2017-08-18,Sao Paulo,Email,No Promotion,None,All Customers,0.0,79.85,0.0454,0.02,0.0302,Simulated_Business_Context,Daily
2017-08-18,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,87.5,0.0398,0.0785,0.0236,Simulated_Business_Context,Daily
2017-08-18,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,40.54,0.0209,0.0628,0.0217,Simulated_Business_Context,Daily
2017-08-18,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,188.01,0.0283,0.0583,0.0311,Simulated_Business_Context,Daily
2017-08-18,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,120.91,0.0285,0.0927,0.0214,Simulated_Business_Context,Daily
2017-08-18,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,68.78,0.0467,0.0649,0.0156,Simulated_Business_Context,Daily
2017-08-18,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,63.39,0.0186,0.0731,0.0228,Simulated_Business_Context,Daily
2017-08-18,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,41.03,0.0414,0.0754,0.0345,Simulated_Business_Context,Daily
2017-08-18,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,179.98,0.0438,0.1098,0.0239,Simulated_Business_Context,Daily
2017-08-18,Minas Gerais,Social,No Promotion,None,All Customers,0.0,105.52,0.0161,0.111,0.0238,Simulated_Business_Context,Daily
2017-08-18,Minas Gerais,Email,No Promotion,None,All Customers,0.0,77.63,0.0439,0.0255,0.0216,Simulated_Business_Context,Daily
2017-08-18,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,68.29,0.0297,0.0621,0.0217,Simulated_Business_Context,Daily
2017-08-18,Parana,Organic,No Promotion,None,All Customers,0.0,38.71,0.0436,0.0769,0.0228,Simulated_Business_Context,Daily
2017-08-18,Parana,Paid Search,No Promotion,None,All Customers,0.0,150.59,0.0352,0.0963,0.0246,Simulated_Business_Context,Daily
2017-08-18,Parana,Social,No Promotion,None,All Customers,0.0,135.48,0.0419,0.0925,0.0266,Simulated_Business_Context,Daily
2017-08-18,Parana,Email,No Promotion,None,All Customers,0.0,74.89,0.0354,0.1078,0.0363,Simulated_Business_Context,Daily
2017-08-18,Parana,Affiliate,No Promotion,None,All Customers,0.0,73.83,0.026,0.0767,0.0349,Simulated_Business_Context,Daily
2017-08-18,Bahia,Organic,No Promotion,None,All Customers,0.0,44.19,0.0303,0.0714,0.0181,Simulated_Business_Context,Daily
2017-08-18,Bahia,Paid Search,No Promotion,None,All Customers,0.0,176.58,0.0395,0.0622,0.0298,Simulated_Business_Context,Daily
2017-08-18,Bahia,Social,No Promotion,None,All Customers,0.0,133.52,0.0243,0.0622,0.0285,Simulated_Business_Context,Daily
2017-08-18,Bahia,Email,No Promotion,None,All Customers,0.0,59.43,0.0292,0.0936,0.0377,Simulated_Business_Context,Daily
2017-08-18,Bahia,Affiliate,No Promotion,None,All Customers,0.0,103.37,0.0393,0.1008,0.0242,Simulated_Business_Context,Daily
2017-08-19,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,44.69,0.0614,0.0886,0.0231,Simulated_Business_Context,Daily
2017-08-19,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,171.48,0.0451,0.02,0.025,Simulated_Business_Context,Daily
2017-08-19,Sao Paulo,Social,No Promotion,None,All Customers,0.0,107.57,0.0398,0.0752,0.0243,Simulated_Business_Context,Daily
2017-08-19,Sao Paulo,Email,No Promotion,None,All Customers,0.0,58.26,0.0438,0.1214,0.0182,Simulated_Business_Context,Daily
2017-08-19,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,76.72,0.0352,0.0793,0.0344,Simulated_Business_Context,Daily
2017-08-19,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,41.2,0.0285,0.0263,0.036,Simulated_Business_Context,Daily
2017-08-19,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,188.95,0.0294,0.0469,0.0152,Simulated_Business_Context,Daily
2017-08-19,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,114.99,0.0217,0.0826,0.0413,Simulated_Business_Context,Daily
2017-08-19,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,84.45,0.0235,0.0896,0.0152,Simulated_Business_Context,Daily
2017-08-19,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,85.4,0.0518,0.0759,0.0178,Simulated_Business_Context,Daily
2017-08-19,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,35.02,0.0315,0.0896,0.0333,Simulated_Business_Context,Daily
2017-08-19,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,156.53,0.0471,0.0954,0.0209,Simulated_Business_Context,Daily
2017-08-19,Minas Gerais,Social,No Promotion,None,All Customers,0.0,103.82,0.0364,0.0535,0.0332,Simulated_Business_Context,Daily
2017-08-19,Minas Gerais,Email,No Promotion,None,All Customers,0.0,69.14,0.0416,0.078,0.0205,Simulated_Business_Context,Daily
2017-08-19,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,81.88,0.048,0.0502,0.0217,Simulated_Business_Context,Daily
2017-08-19,Parana,Organic,No Promotion,None,All Customers,0.0,34.94,0.0345,0.0629,0.0109,Simulated_Business_Context,Daily
2017-08-19,Parana,Paid Search,No Promotion,None,All Customers,0.0,173.9,0.0547,0.0862,0.0267,Simulated_Business_Context,Daily
2017-08-19,Parana,Social,No Promotion,None,All Customers,0.0,121.45,0.0344,0.0693,0.0292,Simulated_Business_Context,Daily
2017-08-19,Parana,Email,No Promotion,None,All Customers,0.0,73.48,0.0209,0.0863,0.0053,Simulated_Business_Context,Daily
2017-08-19,Parana,Affiliate,No Promotion,None,All Customers,0.0,90.03,0.0181,0.0776,0.0154,Simulated_Business_Context,Daily
2017-08-19,Bahia,Organic,No Promotion,None,All Customers,0.0,44.68,0.0419,0.1176,0.0127,Simulated_Business_Context,Daily
2017-08-19,Bahia,Paid Search,No Promotion,None,All Customers,0.0,174.9,0.0366,0.0687,0.0311,Simulated_Business_Context,Daily
2017-08-19,Bahia,Social,No Promotion,None,All Customers,0.0,133.59,0.0436,0.0552,0.0199,Simulated_Business_Context,Daily
2017-08-19,Bahia,Email,No Promotion,None,All Customers,0.0,68.33,0.0528,0.0791,0.005,Simulated_Business_Context,Daily
